;post_message;post_message_en
213;;
214;Ana Maria Manzano Garvia was added to Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram by Noelia Higueras del Campo.;Ana Maria Manzano was added to Garvia Spanish Association for Research and Assistance Wolfram Syndrome by Noelia Higueras del Campo.
215;Desde la Asociación Española para la Investigación y ayuda al Síndrome de Wolfram nos gustaría desearos FELIZ NAVIDAD Y PRÓSPERO AÑO NUEVO.;From the Spanish Association for Research and helps Wolfram syndrome we would like to wish MERRY CHRISTMAS AND HAPPY NEW YEAR.
216;Julia Del Campo Garcia shared Informativos Telecinco.com s photo to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Garcia shared Field News Telecinco.com s photo to the group: Spanish Association for Research and Assistance Wolfram syndrome.
217;Me gustaría informaos de que los días 11 y 12 de Diciembre de 2014 tendrá lugar la   Reunión de la Red Española de Registros de Enfermedades Raras para la Investigación (SpainRDR) en el Salón de Actos. Ministerio de Sanidad  Servicios Sociales e Igualdad (MSSSI) donde podrá asistir personal sanitario para aumentar y mejorar su conocimiento en las Enfermedades Raras. El objetivo de SpainRDR es establecer un Registro Nacional de Enfermedades Rara para que se establezca un mayor control de las Enfermedades.;I would like to inquire that on 11 and 12 December 2014 will take place the Meeting of the Spanish Network of Rare Disease Registries for Research (SpainRDR) in the Assembly Hall. Ministry of Health Social Services and Equality (MSSSI) where you can assist health workers to increase and improve their knowledge on Rare Diseases. The aim of SpainRDR is to establish a National Registry of Rare Diseases for greater control of the disease is established.
218;Se informa de que mañana día 10 de Diciembre de 2014  tendrá lugar en el complejo hospitalario de Torrecárdenas una sesión informativa denominada “El Síndrome de Wolfram: Un ejemplo de Enfermedad Rara” La ponencia  donde participa la Dra. Gema Esteban Bueno  va dirigida al personal sanitario del centro hospitalario y comenzará a las 8:30 de la mañana  Os dejo una foto con más información.;"It is reported that tomorrow, December 10, 2014 will take place in the hospital complex Torrecárdenas a briefing called ""Wolfram syndrome: An example of Rare Disease"" The presentation Dr. Gema where participates Esteban Well is directed to health workers. the hospital and will begin at 8:30 am I leave a photo with more information."
219;Una verdadera pena  un gran Neurocirujano y GRAN HOMBRE.;A real shame a great neurosurgeon and great man.
220;Es necesario para recibir una atención especializada en las enfermedades descocidas.;You need to receive specialized care in disease torn lining.
221;Vivo en Toledo  parece mentira que estando aquí el hospital de referencia mundial de Paraplejicos  Toledo este tan mal adaptado  desde hace unos meses tengo que llevar a mi hijo en silla de ruedas y es un verdadero suplicio;I live in Toledo can not believe that being here the global reference hospital Toledo Paraplegic this as maladaptive last few months I have to take my son in a wheelchair and is a real pain
222;;
223;Buenos días os dejo el cartel con los productos que contiene la cesta de navidad que sortea este año la Asociación Española para la Investigación y ayuda al síndrome de Wolfram. El precio de cada papeleta es de 3 euros. En el cantel viene la informcaión. Saludos!;Good morning I leave the poster with products containing the Christmas basket that circumvents this year the Spanish Association for Research and helps the Wolfram syndrome. The price of each ballot is 3 euros. Cantel comes in currency exchange. Dear Annie:
224;Muchísimas gracias por haceptarme!;Thank you for haceptarme!
225;Gracias Julia y Noelia  siempre haciendo cosas por todos  por el grupo . Besos;Thanks Julia and Noelia always doing things for all the group. Kisses
226;Noelia Higueras del Campo changed the privacy setting of Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram from Public to Closed.;Noelia Higueras del Campo changed the privacy setting of Spanish Association for Research and Assistance Wolfram syndrome from Closed to Public.
227;Una esperanza para Iker Serra Martinez;Hope for Serra Iker Martinez
228;Julia Del Campo Garcia shared Atrevete s photo to the group: Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram.;Julia Del Campo Garcia shared Atrevete s photo to the group: Spanish Association for Research and Assistance Wolfram syndrome.
229;;
230;;
231;;
232;;
233;;
234;;
235;Buenos días  os informo que es el primer año que se va a vender lotería en la Asociación Española de Investigación y ayuda al Síndrome de Wolfram. Se pretende recaudar fondos y continuar con las actividades que la asociación realiza.  Os dejo una foto con el número.  Un saludo.  Andrea Ibáñez  Trabajadora Social de la Asociación.;Good morning inform you that it is the first year that will sell lottery in the Spanish Association for Research and helps Wolfram syndrome. It aims to raise funds and continue the activities that the association carries.  I leave a photo with the number.  Kind regards,  Caseworker Andrea Ibáñez Association.
236;;
237;;
238;ES LAMENTABLE EL ESFUERZO DE LA DRA. GEMA ESTEBAN BUENO Y LOS PACIENTES DE WOLFRAM POR SEGUIR CON LA UNIDAD DE WOLFRAM Y QUE SANIDAD NO LO APOYEEEE. Esperamos que con tanto esfuerzo y tesón lo logremos en un futuro.;LAMENTABLE IS THE EFFORT OF DR. GEMA ESTEBAN BUENO WOLFRAM AND PATIENTS FOLLOWED BY UNIT WOLFRAM AND HEALTH NOT APOYEEEE. We hope that with so much effort and determination we will achieve in the future.
239;"Asociación Española para la Investigación y Ayuda al Síndrome de Wólfram participa en el proyecto europeo EUROWABB   http://enfermedades-raras.org/index.php/categoriaprueba/3029-la-asociacion-espanola-para-la-investigacion-y-ayuda-al-sindrome-de-wolfram-participa-en-el-proyecto-europeo-eurowabb  La Asociación Española para la Investigación y Ayuda al Síndrome de Wólfram (AEIASW) participa como grupo clínico asociado en el Proyecto Europeo EUROWABB  un proyecto que incluye los síndromes de Wolfram  Bardet Biedl y Alström  enfermedades raras (ER) sin tratamiento específico.  El objetivo de esta investigación es entender por qué enferman las personas con estas condiciones. Mejorar el conocimiento de estas patologías puede mejorar la calidad de vida de los afectados mediante un mejor entendimiento y desarrollo de la investigación clínica.  El estudio  en el que colaboran doctores  científicos y grupos de apoyo a pacientes de toda Europa  intenta involucrar a niños y adultos con estas patologías poco frecuentes en un registro internacional  obtener sangre para realizar análisis genéticos y entender los mecanismos de la enfermedad.  El Grupo Clínico español de la AEIASW  liderado por la Dra. Gema Esteban Bueno  Presidenta de la Asociación y delegada en Andalucía de la Federación Española de Enfermedades Raras (FEDER)   trabaja en este proyecto y en otras actividades científicas de la Asociación sin remuneración de ningún tipo.   Además  este grupo cuenta con investigadores de reconocido prestigio en el campo de las enfermedades raras como el Dr. Manuel Romero Muñoz  el Dr. Javier Ruiz Martinez  el Dr. José Ignacio Abad  el Dr. Rafael Durbán  la Dra. Gema Esteban Bueno  la Dra. Mónica Ruano García  la Dra. Luz María Martín Egea  y la Dra. Mª Luisa Botella Cubells.  Los datos clínicos de los pacientes serán codificados para guardar el anonimato y las familias pueden optar por dar los datos clínicos y no realizarse los estudios genéticos o por realizarse el estudio.  Con el propósito de seguir trabajando en estas patologías  en mayo de 2014 se reunieron representantes de distintos grupos europeos concluyendo la publicación de guías de manejo de los síndromes nombrados y la importancia de tener un “banco” de células y tejidos de las distintas enfermedades del EUROWABB.   Respecto al futuro  en este año se van a presentar dos proyectos H2020 en Alström: clínica virtual y terapia antifibrótica; en Bardet-Biedl se plantea recoger muestras de piel  orina y tejidos a personas afectadas con el fin de estudiar mecanismos moleculares de las células derivadas de las mismas; y con respecto a Wolfram se propone realizar intervenciones terapéuticas en niños  con medicamentos ya conocidos.  Para recibir información o participar en el proyecto pueden dirigirse a aswolfram@hotmail.com";"Spanish Association for Research and Assistance Wolfram Syndrome participates in the European project EUROWABB http://enfermedades-raras.org/index.php/categoriaprueba/3029-la-asociacion-espanola-para-la-investigacion-y-ayuda -at-syndrome-de-wolfram-participate-in-the-European-project-eurowabb the Spanish Association for Research and Assistance Wolfram Syndrome (AEIASW) participates as associated clinical group in the European project eUROWABB a project that includes the Bardet Biedl syndromes Wolfram and rare diseases Alström (ER) without specific treatment.  The objective of this research is to understand why sick people with these conditions. Improve knowledge of these pathologies can improve the quality of life of those affected through a better understanding and development of clinical research.  The study scientists collaborating doctors and patient support groups across Europe tries to involve children and adults with these rare diseases in an international register to obtain blood for genetic analysis and understanding the mechanisms of disease.  Esteban Well President of the Association and delegate in Andalucía of the Spanish Federation for Rare Diseases (FEDER) Gema Spanish Clinical Group AEIASW led by Dr. Working on this project and other scientific activities of the Association without payment of any kind .   Furthermore, this group has renowned researchers in the field of rare diseases such as Dr. Manuel Romero Muñoz Dr. Javier Ruiz Martinez Jose Ignacio Abad Dr. Dr. Dr. Rafael Durbán. Gema Dr. Stephen Good. Monica Dr. Ruano Garcia. Luz Maria Martin and Dr. Egea. Maria Luisa Botella Cubells.  Clinical patient data will be encrypted for anonymity and families can choose to give clinical and genetic study performed or not performed studies.  In order to continue working on these pathologies in May 2014 representatives of various European groups they met concluding the publication of guidelines for the management of the named syndromes and the importance of having a ""bank"" of cells and tissues of various diseases EUROWABB .   Regarding the future in this year will present two projects in Alström H2020: virtual clinic and antifibrotic therapy; in Bardet-Biedl arises collect urine samples skin and tissue affected in order to study molecular mechanisms of cells derived therefrom; and with respect to Wolfram it proposes therapeutic intervention in children with known drugs.  For information or participate in the project can be directed to aswolfram@hotmail.com"
240;http://enfermedades-raras.org/index.php/categoriaprueba/3029-la-asociacion-espanola-para-la-investigacion-y-ayuda-al-sindrome-de-wolfram-participa-en-el-proyecto-europeo-eurowabb;http://enfermedades-raras.org/index.php/categoriaprueba/3029-la-asociacion-espanola-para-la-investigacion-y-ayuda-al-sindrome-de-wolfram-participa-en-el-proyecto- European-eurowabb
241;UN País que no se da cuenta de la Riqueza que posee.;A country that does not realize the wealth he possesses.
242;UNA ESPERANZA.;A HOPE.
243;https://www.facebook.com/sindromewolframitalia?skip_nax_wizard=true&ref_type=logout_gear Can you help to make know this page? Thank you!!!;https://www.facebook.com/sindromewolframitalia?skip_nax_wizard=true&ref_type=logout_gear Can you help to make know this page? Thank you!!!
244;http://www.eltelegrama.es/melilla/medicos_de_atencion_primaria_asisten_a_unas_jornadas_sobre_enfermedades_raras-36691.html;http://www.eltelegrama.es/melilla/medicos_de_atencion_primaria_asisten_a_unas_jornadas_sobre_enfermedades_raras-36691.html
245;;
246;;
247;Buenos días: escribo como vicepresidenta de la Alianza VHL y amiga de Luisa-María Botella Cubells. Ella iba a presentar un proyecto conjunto para tres enfermedades. No podrá participar en la convocatoria de becas de investigación del telemaratón solidario  a no ser que cambien las bases restrictivas que han puesto  sólo por ser mayor de 40 años... Me consta que FEDER está en contra de la restricción de edad  pero las bases no parece que se vayan a cambiar. Os animo a que denunciéis esta injusticia. Yo ya lo he hecho en mi blog: ;Good morning: I write as vice president of the VHL Alliance and friend of Luisa-Maria Botella Cubells. She would present a joint project for three diseases. You can not participate in the call for research grants telethon solidarity unless they change the restrictive bases that have just for being over 40 years ... I know that ERDF is against the age restriction but the foundation does not seem that will change. I encourage you to denunciéis this injustice. I have already done in my blog: 
248;Así son las cosas.;So are the things.
249;Esto es una gran Madre y Esposa  Ole campeona;This is a great champion Ole Mother and Wife
250;;
251;;
252;http://www.genagen.es/165-premio-relato-corto-sobre-enfermedades-raras-el-primer-ano/;http://www.genagen.es/165-premio-relato-corto-sobre-enfermedades-raras-el-primer-ano/
253;http://www.genagen.es/premio/relato-corto-sobre-enfermedades-raras-2014/vivir-con-sindrome-de-wolfram/;http://www.genagen.es/premio/relato-corto-sobre-enfermedades-raras-2014/vivir-con-sindrome-de-wolfram/
254;;
255;;
256;;
257;Éste es de VHL...;This is VHL ...
258;http://www.elalmeria.es/article/almeria/1751321/los/afectados/por/sindrome/wolfran/y/su/angel/protector.html;http://www.elalmeria.es/article/almeria/1751321/los/afectados/por/sindrome/wolfran/y/su/angel/protector.html
259;hola muchas gracias por permitirme estar en este grupo mi hermano de 13 años de edad también tiene el síndrome de wolfram   ademas el y yo somos diabeticos muchas gracias por todo somos de Colombia;hello thank you very much for allowing me to be in this group my brother 13-year-old also has wolfram syndrome and I are also the diabeticos thank you very much for all us of Colombia
260;;
261;http://sindromedewolfram.blogspot.com.es/;http://sindromedewolfram.blogspot.com.es/
262;Luz María Martín Egea was added to Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram by Julia Del Campo Garcia.;Luz Maria Martin Egea was added to Spanish Association for Research and Assistance Wolfram Syndrome by Julia Del Campo Garcia.
263;;
264;Carrera Solidaria SINDROME DE WOLFRAM;Solidarity Race WOLFRAM SYNDROME
265;Mientras que la Dra. Gema Esteban Bueno. Siga luchando por nosotros   que lleva desde el año 1999   luchando por los pacientes de Wolfram. Poniendo su empeño  tiempo  dinero etc Nosotros los pacientes seguiremos sin tirar la Toalla   Es DIFÍCIL  Desplazarse desde toda España  (Asturias  Navarra  Pamplona  Soria  Toledo  Madrid  Lorca  Granada  Malaga etc) El coste económico para las familias es bastante grande  pero estamos dispuestos a asumirlo y seguir por lo que es un Derecho. UNA ATENCIÓN ESPECIALIZADA Y MULTIDISCIPLINAR PARA UNA MUY RARA ENFERMEDAD. DR.Javier Ruiz Mendaro  lleva mas de 6 años   apoyándonos y colaborando de forma Al turista. El endocrinólogo   tres años  y mas médicos que hacen la revisión a estos pacientes   sin cobrar por consulta o pruebas. Urologo  en su clínica privada  Psicóloga  Genetista Asistente Social DRA. Monica Ruano  Masajista este año gracias a la colaboración al turista de la clínica la Fraternidad - Mufrespa  Clínica Novovision de Almeria. MIENTRAS QUE HAYA PROFESIONALES TAN HUMANOS Y AL TURISTAS   ESTO SEGUIRÁ ADELANTE. TAMBIÉN LOS PARTICIPANTES DE LA CARRERA EN MOJACAR   AUTORIDADES  JUANMA Y TODO EL PUEBLO DE MOJACAR.  GRACIAS A TODOS;While Dra. Gema Esteban Bueno. Fight for us that takes since 1999 fighting for Wolfram patients. Putting your efforts time money etc. We patients continue without throwing in the towel is difficult to move from throughout Spain (Asturias Navarra Pamplona Soria Toledo Madrid Lorca Granada Malaga etc) The economic cost for families is quite large but we are willing to take it and follow it it is a law. A SPECIALIST CARE AND MULTIDISCIPLINAR FOR A VERY RARE DISEASE. Ruiz DR.Javier Mendaro has over six years supporting and helping shape the tourist. The endocrinologist three years and more doctors who do the review for these patients without charge for consultation or tests. Urologist in private clinical psychologist Assistant Geneticist Social DRA. Monica Ruano Massage this year thanks to the collaboration tourists Fraternity clinic - Clinic Mufrespa Novovision of Almeria. WHILE THERE SO PROFESSIONALS AND TOURISTS HUMAN this will go ahead. ALSO PARTICIPANTS OF THE RACE MOJACAR JUANMA AUTHORITIES AND ALL THE PEOPLE OF MOJACAR.  THANKS TO ALL
266;Gracia Canal Bagase was added to Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram by Noelia Higueras del Campo.;Gracia was added to Canal Bagase Spanish Association for Research and Assistance Wolfram Syndrome by Noelia Higueras del Campo.
267;Blog de  Nieves Salinas. Periodista de Interviu Muchas gracias por tu apoyo. Por fin rehalizamos nuestra revision;Blog Nieves Salinas. Interviu journalist Thank you for your support. Finally rehalizamos our review
268;;
269;Y nos faltaba Juanma;And we lacked Juanma
270;;
271;Juanma Martos was added to Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram by Julia Del Campo Garcia.;Juanma Martos was added to Spanish Association for Research and Assistance Wolfram Syndrome by Julia Del Campo Garcia.
272;Gracias a todos  por vuestro apoyo  colaboracion y cariño  ha sido una gran esperiencia  vamos q no queriamos volver a casa  nos habriamos quedado alli encantados;Thank you all for your support and affection collaboration has been a great esperiencia q we did not want to go home would have stayed there happy
273;;
274;ESPERO QUE OS HAYÁIS APUNTADO.  ;I HOPE you have become TARGETED.  
275;Además de la carrera se van a hacer otras actividades por las enfermedades raras. Os ruego la máxima difusión. Como vereis hay una comida por 3 euros. la bebida no está incluida pero estamos buscando financiadores.;In addition to the race they are going to do other activities for rare diseases. I beg maximum publicity. As you'll see there's a meal for 3 euros. the drink is not included but are looking for funders.
276;Me dejó pensando la carta de Sandra Cruz Sarrias. Nosotros seguimos recaudando poquito a poquito  euro a euro  para conseguir mantener los proyectos que tenemos.;I left thinking the letter of Sandra Cruz Sarrias. We keep raising little by little euro to keep the euro for projects we have.
277;;
278;;
279;Por Nieves Salinas   periodista de INTERVIU y una gran Mujer;By Nieves Salinas INTERVIU journalist and a woman
280;Hi  I don t speak Spanish very well.. tomorrow I ll call the doctor who visited me and did the DNA test for Wolfram because after 4 months I have no results yet. I m agitated...;Hi I don t speak Spanish very well .. tomorrow I'll call the doctor who visited me and did the DNA test for Wolfram Because after 4 months I have no results yet. I m agitated ...
281;Por favor  difunde entre tus conocidos. Necesitamos los excedentes de los tumores para poder seguir investigando. ¡Gracias!;Please spread among your acquaintances. We need surplus tumors to investigate further. Thank you!
282;;
283;CARRERA SOLIDARIA A FAVOR DEL SÍNDROME DE WOLFRAM;SOLIDARITY RACE FOR WOLFRAM SYNDROME
284;;
285;¡Buenos días a todos! Vamos a empezar el día con ganas y fuerzas!!!!;Good morning to all! Let's start the day with enthusiasm and forces !!!!
286;;
287;;
288;;
289;http://www.change.org/es/peticiones/al-gobierno-restablecimiento-de-la-asistencia-sanitaria-p%C3%BAblica-a-los-emigrantes-espa%C3%B1oles?share_id=fCcmfhtwlQ&utm_campaign=autopublish&utm_medium=facebook&utm_source=share_petition;http://www.change.org/es/peticiones/al-gobierno-restablecimiento-de-la-asistencia-sanitaria-p%C3%BAblica-a-los-emigrantes-espa%C3%B1oles?share_id=fCcmfhtwlQ&utm_campaign= autopublish & utm_medium = facebook & utm_source = share_petition
290;"Queridas familias; la cesta de Navidad le ha tocado a alguién pero NO LA HA RECLAMADO. Sabemos quién la ha vendido pero no sabemos a quién. El día 6 de enero finaliza el plazo para reclamarla. Como ya está comprada si nadie la reclama la vamos a guardar para comernosla en nuestra reunión del wolfram.";"Dear families; Christmas shopping has touched someone but has not claimed. We know who has sold but do not know who. On January 6 the deadline to claim it ends. As already it purchased if nobody claims the will save to eat it during our meeting on wolfram."
291;;
292;http://www.youtube.com/watch?v=Ss6SjfJZX3M;http://www.youtube.com/watch?v=Ss6SjfJZX3M
293;;
294;Totalmente cierto  cuando no tienes ayuda y no dispones de vida social por que tu vida esta dedicada a esa persona y sobre todo cuando no puedes dormir y descansar llegas a un punto de agotamiento fisico y mental.;Absolutely true when you have help and do not have social life because your life is dedicated to that person and especially when you can not sleep and rest you get to a point of physical and mental exhaustion.
295;;
296;En España tenemos un grave problema de seguimiento de la enfermedad. Nuestro país está dividido en comunidades autónomas  que son como pequeños países con financiación propia en cuanto a sanidad. Esto es un problema muy grave  pues los médicos que conocen VHL son muy pocos. Llevamos muchos años pidiendo al gobierno central que reconozca como médicos de referencia a estos doctores. Sin embargo  hasta ahora no lo han hecho. Dado que cada comunidad autónoma tienen financiación propia  no permiten que el paciente viaje al hospital donde está el doctor experto  pues la comunidad de origen tendría que pagar la asistencia médica a la comunidad de destino. Seguimos intentando que esto se solucione  pero nuestros políticos no entienden que no es lo mismo una enfermedad que requiere manos cirujanas expertas  como es nuestro caso  que otras enfermedades donde no hay cirugías.  Por ello  nuestra Alianza VHL ha decidido participar en este concurso para mostrar al mundo y especialmente a las administraciones sanitarias lo que representa sufrir esta enfermedad. Dos de nuestros afectados han aceptado participar en el Eurordis Photo Contest subiendo fotografías de sus cicatrices  y otro más ha subido la de un corredor solidario dando a conocer la enfermedad en una maratón.  Os animo a que votéis nuestras fotos y a que subáis las vuestras propias. Las cicatrices de nuestra enfermedad son innegables  y son la prueba de nuestro sufrimiento. Si alguna de nuestras fotos resultara ganadora  igualmente se difundiría nuestro problema a nivel internacional  y a lo mejor conseguiríamos más apoyos para lograr una buena atención médica.  El enlace para el concurso es este http://www.eurordis.org/es/photo-contest-2013  Esta es la entrada de mi blog sobre el tema http://www.webenfermedadesraras.org/2013/11/eurordis-photo-contest-2013-cicatrices.html ¡Saludos a todos!;In Spain we have a serious problem tracking the disease. Our country is divided into regions that are as small countries with their own funding in terms of health. This is a very serious problem for doctors who know VHL are very few. We have spent many years asking the central government to recognize as doctors refer to these doctors. But so far they have not. Since each region have their own funding does not allow the patient to travel to the hospital where the doctor is expert for the community of origin would have to pay for medical care to the community of destination. We keep trying to solve this but our politicians do not understand that is not the same disease that requires expert hands surgeons as is our case that other diseases where there is no surgeries.  Therefore our VHL Alliance has decided to participate in this contest to show the world and especially health administrations representing suffer from this disease. Two of our affected have agreed to participate in the Eurordis Photo Contest up pictures of their scars and another has upped the corridor a charity raising awareness about the disease in a marathon.  I encourage you to vote our photos as you go up the your own. The scars of our disease are undeniable and are proof of our suffering. If any of our photos is a winner also our problem would spread internationally and maybe we'd get more support for good medical care.  The link to the contest is this http://www.eurordis.org/es/photo-contest-2013 This is my blog entry about http://www.webenfermedadesraras.org/2013/11/eurordis- photo-contest-2013-cicatrices.html Greetings to all!
297;;
298;;
299;http://enfermedades-raras.org/index.php?option=com_content&view=article&id=2284:taller-de-gema-esteban-bueno&catid=114:categoriaprueba1&Itemid=256;http://enfermedades-raras.org/index.php?option=com_content&view=article&id=2284:taller-de-gema-esteban-bueno&catid=114:categoriaprueba1&Itemid=256
300;Por favor  votad por esta fotografía. Es para el concurso de EURORDIS. Poca gente sabe lo que tenemos que pasar los afectados de Von Hippel Lindau y familias a lo largo de nuestras vidas. Esto creo que lo refleja muy bien. Es una neurocirugía más  con todo lo que supone después... rehabilitaciones  logopedia  disfagia  etc.;Please vote for this picture. It is for EURORDIS contest. Few people know what we have to pass those affected by Von Hippel Lindau and families throughout our lives. This think it reflects very well. It is a neurosurgery with all that means then ... dysphagia speech therapy rehabilitations etc.
301;;
302;;
303;CIBERER presenta los avances en terapia génica en diversas enfermedades raras. 28/10/2013. Diversos investigadores que tienen en marcha proyectos de terapia génica para el tratamiento de enfermedades raras expusieron sus avances en una jornada de divulgación organizada por el CIBERER el viernes 25 de octubre en el marco del Congreso conjunto de la Sociedad Española de Terapia Génica y Celular (SETGyC) y la European Society for Gene and Cell Therapy (ESGCT)  en Madrid.  Yo sólo me pude conectar un rato  y vi las ponencias de Fátima Bosch y Nathalie Cartier. No tienen desperdicio. Me gustó especialmente la de Fátima  investigación realizada por un equipo español y que explicó con sumo detalle. La de Cartier  presenta una evolución en el tiempo de los pacientes de adrenoleucodistrofia (enfermedad muy grave y mortal  en la infancia) tratados muy interesante. Ahora CIBERER ya ha subido las ponencias y puedes verlas desde esta web: http://www.webcastlive.es/ciberer/ Me gusta ·  · 1 · Hace 4 horas ·;CIBERER presents the advances in gene therapy in various rare diseases. 90,000 Various researchers have launched projects of gene therapy for the treatment of rare diseases presented their progress in a day of outreach organized by the CIBERER on Friday 25 October under the joint Congress of the Spanish Society of Gene Therapy and Cellular (SETGyC ) and the European Society for Gene and Cell Therapy (ESGCT) in Madrid.  I just could not connect for a while and saw the presentations of Fátima Bosch and Nathalie Cartier. No waste. I especially liked the Fatima research by a Spanish team and explained in great detail. The Cartier presents an evolution over time of patients with adrenoleukodystrophy (very serious and deadly disease in childhood) treated very interesting. Now CIBERER has already gone up the papers and you can see them from this website: http://www.webcastlive.es/ciberer/ Like · 1 · 4 hours ago ·
304;;
305;;
306;;
307;Un marrón para los médicos...  Es Fuerte   la mayoría de los médicos no conocen la enfermedad y lo peor es que tampoco les importa ni se molestan en ayudar al paciente.;A brown for physicians ...  Strong is most doctors do not know the disease and the worst is that neither care nor bother to help the patient.
308;Sorteo de La Cesta de Navidad en beneficio de la Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram. 3€ la papeleta y te puede tocar a tí!!! Mas información en spainwolfram@hotmail.es  Anímate!!! Sorteo de La Cesta de Navidad en beneficio de la Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram. 3€ la papeleta y te puede tocar a tí!!! Mas información en spainwolfram@hotmail.es  Anímate!!!;Draw Christmas Basket benefit of the Spanish Association for Research and Assistance Wolfram syndrome. 3 € the ballot and you can touch you !!! More information on spainwolfram@hotmail.es Cheer !!! Draw Christmas Basket benefit of the Spanish Association for Research and Assistance Wolfram syndrome. 3 € the ballot and you can touch you !!! More information on spainwolfram@hotmail.es Cheer !!!
309;Sorteo de La Cesta de Navidad en beneficio de la Asociación Española para la Investigación y Ayuda al Síndrome de Wolfram. 3€ la papeleta y te puede tocar a tí!!! Mas información en spainwolfram@hotmail.es  Anímate!!!;Draw Christmas Basket benefit of the Spanish Association for Research and Assistance Wolfram syndrome. 3 € the ballot and you can touch you !!! More information on spainwolfram@hotmail.es Cheer !!!
310;Ayudanos a que no cierren el telefono de atencion del sescam firmando en   http://www.change.org/es/peticiones/todos-no-al-cierre-del-servicio-telef%C3%B3nico-sescam?share_id=CnajMxZEYW&utm_campaign=share_button_mobile&utm_medium=facebook&utm_source=share_petition;Help us not to close the service phone SESCAM signing in http://www.change.org/es/peticiones/todos-no-al-cierre-del-servicio-telef%C3%B3nico-sescam?share_id=CnajMxZEYW&utm_campaign = share_button_mobile & utm_medium = facebook & utm_source = share_petition
311;;
312;;
313;Karina Villar El Ministerio de Sanidad ya tiene página para todo lo relacionado con el Año Español de las Enfermedades Raras: http://www.2013aeer.msssi.gob.es/home.htm De momento hay poco contenido  pero esperemos que poco a poco vayan incluyendo documentos útiles para las asociaciones y los afectados. Yo ya solo me creo lo que veo... Yo también creo lo que veo  mucho bla bla y luego nadaa. julia;Karina Villar The Ministry of Health already has page for everything related to the Spanish Rare Diseases Year: http://www.2013aeer.msssi.gob.es/home.htm the moment there is little content but hopefully gradually go including useful documents for associations and those affected. I think me and just what I see ... I also think I see much bla bla and then nadaa. julia
314;;
315;;
316;;
317;;
318;;
319;;
320;hola soy argentina tgo 43 años me pasiona la dignidad en la salud y sobre todos como lograr leyes que efectivamente amparen estos derechos  mi pasion la medicina  calmar el dolor  estoy detras dela efectivacion dela lley de efc enargentina y en todo el mundo espero gracias por recibirmee ;i am Argentina I TGO 43 years I pasiona dignity in health and above all how to achieve laws that effectively support these two rights my passion medicine soothe the pain I'm behind dela effectuation dela lley of enargentina efc and around the world hope thanks for recibirmee 
321;;
322;;
323;Ya se sabe que sanidad recorta en todo  tiras. medidores .etc Pero seria genial para diabetes complejas sobre todo para pacientes con tendencia a hipoglucemias graves   e falta de síntomas de alerta. no seria mas caro para sanidad  bajo mi punto de vista seria un gran ahorro que evitaría lo que supone un gran GASTO por complicaciones;Everyone knows that health cuts across strips. .etc meters But it would be great for complex diabetes especially for patients prone to severe hypoglycemia and lack of warning signs. would not be more expensive for health in my point of view would be a big savings that would prevent what is a major expense for complications
324;;
325;;
326;;
327;;
328;;
329;;
330;;
331;Mas de 183.000 firmas  mas de 183.000 personas que nos apoyan y que entienden que los enfermos de Sindrome de Wolfram no deben quedarse sin ser atendidos en un hospital por un equipo multidisciplinar que esperamos reconozcan como centro de referencia. Mas de 183.000 personas ya han expresado su opinion brindándonos su firma y mientras tanto la consejera de Sanidad de Andalucía y la gerente del hospita de Huercal Overa en Almería no se han dignado a darnos respuesta. ¿Será que no han tenido tiempo suficiente para estudiar el tema o será que les importan más bien poco los enfermos de esta gravísima enfermedad? Junta de Andalucía: salvemos la Unidad del Síndrome de Wolfram La Unidad para la Atención Médica del Síndrome de Wolfram en el Hospital de la Inmaculada Huercal-Overa Almería da cobertura a los pacientes que hay... change.org;More than 183,000 signatures more than 183,000 people who support us and who understand that Wolfram syndrome patients should not stay without being treated at a hospital by a multidisciplinary team that we expect to recognize as a reference center. More than 183,000 people have already expressed their opinion giving us their signature and meanwhile the Minister of Health of Andalusia and hospita manager of Huercal Overa in Almeria have not deigned to give us answer. Will they have not had enough time to study the subject matter or will they rather little sick of this very serious disease? Andalusian: Saving the Wolfram Syndrome Unit The Unit for Health Care Wolfram Syndrome in the Hospital of the Immaculate Huercal-Overa Almería provides coverage to patients there ... change.org
332;;
333;Por fin Alguien apoya a las enfermedades raras   Mil gracias a estos MILITARES.;Someone finally supports rare diseases Thanks to these soldiers.
334;Daniel de Asturias un afectado de wolfram YA ES LICENCIADO!!!!!!!!!!. ENHORABUENA. ESTO DEMUESTRA LA GRAN VALIA DE LAS FAMILIAS CON WOLFRAM.;Daniel de Asturias wolfram an affected ALREADY LICENSED !!!!!!!!!!. CONGRATULATIONS. This demonstrates the great value of families with WOLFRAM.
335;;
336;;
337;;
338;;
339;;
340;;
